REPORT,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,INFECTION_PREVENTION,INFECTION_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,NUMBER_OF_PROCEDURES_AND_SURGERIES,NUMBER_OF_PROCEDURES_AND_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,PREVENTION_OF_SURGICAL_COMPLICATIONS,PREVENTION_OF_SURGICAL_COMPLICATIONS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,ORTHOPEDICS SPECIALTY,SPEED_AND_SUCCESS_IN_TREATING_COMPLEX_FRACTURES,SPEED_AND_SUCCESS_IN_TREATING_COMPLEX_FRACTURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,ASTHMA_MANAGEMENT,ASTHMA_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,CYSTIC_FIBROSIS_MANAGEMENT,CYSTIC_FIBROSIS_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,LUNG_TRANSPLANT_PROGRAM,LUNG_TRANSPLANT_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,NEUROMUSCULAR_WEAKNESS_DISORDER_MANAGEMENT,NEUROMUSCULAR_WEAKNESS_DISORDER_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,NUMBER_OF_TESTS_AND_NONINVASIVE_PROCEDURES,NUMBER_OF_TESTS_AND_NONINVASIVE_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,PRESSURE_INJURY_PREVENTION,PRESSURE_INJURY_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,SUCCESS_WITH_ASTHMA_INPATIENTS,SUCCESS_WITH_ASTHMA_INPATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,PULMONOLOGY SPECIALTY,SURVIVAL_AFTER_LUNG_TRANSPLANT,SURVIVAL_AFTER_LUNG_TRANSPLANT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,INFECTION_PREVENTION,INFECTION_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,NUMBER_OF_MINIMALLY_INVASIVE_PROCEDURES,NUMBER_OF_MINIMALLY_INVASIVE_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,NUMBER_OF_SURGERIES,NUMBER_OF_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,PREVENTION_OF_SURGICAL_COMPLICATIONS,PREVENTION_OF_SURGICAL_COMPLICATIONS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,UROLOGY SPECIALTY,SPEED_IN_TREATING_TESTICULAR_TORSION,SPEED_IN_TREATING_TESTICULAR_TORSION
VIZIENT,MEASURE GROUP SCORES,Effectiveness,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Efficiency,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Equity,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Mortality,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Overall,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Patient centeredness,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Safety,DOMAIN SCORE,Domain Score
VIZIENT,MEASURE GROUP SCORES,Variation in care,DOMAIN SCORE,Domain Score
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Outpatient Procedure Revisits - Arthroscopy
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,OutpatientProcedure Revisits - Arthroscopy
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Pulmonary/critical care
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Oncology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Medicine general
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Cardiology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Surgery general
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Trauma
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Outpatient Procedure Revisits - Colonoscopy
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Neurosurgery
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Outpatient Procedure Revisits - Biliary
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Vascular surgery
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Surgery general
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Ortho/spine
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Vascular surgery
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Ortho/spine
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmissions - Medical
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Pulmonary/critical care
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Urinary Procedures Revisits within 7-days
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Oncology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - CT surgery
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Neurology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Medicine general
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Neurosurgery
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Early Transfers Out
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmissions - Surgical
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Solid organ transplant
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - CT
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Gastroenterology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Solid organ transplant
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Outpatient Procedure Revisits - Urological
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Cardiology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Colonscopy Revisits within 7-days
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Arthroscopy Revisits within 7-days
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Excess days - Gastroenterology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Lactate level for sepsis patients within hrs of admit labs
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Returns to the ED
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Neurology
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Readmission - Trauma
VIZIENT,PERFORMANCE INFORMATION,Effectiveness,,Transfusion for hemoglobin prior to first RBC transfusion
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Gastroenterology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - CT surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Obstetrics and gynecology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Neurology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Trauma
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Neurosurgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Medicine general
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Plastic surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Ortho/spine
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Surgery general
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Neurology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Surgery general
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Pulmonary/critical care
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Trauma
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Obstetrics
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - CT surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Ortho/spine
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Oncology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Obstetrics and gynecology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Solid organ transplant
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct Cost O/E - Overall
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Solid organ transplant
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Medicine general
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Urology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Cardiology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Neurosurgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Vascular surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Plastic surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Urology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Gynecology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Gynecology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Otolaryngology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Gastroenterology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Obstetrics
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Otolaryngology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Oncology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Vascular surgery
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,Direct cost - Cardiology
VIZIENT,PERFORMANCE INFORMATION,Efficiency,,LOS - Pulmonary/critical care
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Ortho/spine
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Cardiology
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Neurosurgery
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Neurology
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Surgery general
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Oncology
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Trauma
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Medicine general
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Gastroenterology
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Vascular surgery
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Pulmonary/critical care
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality O/E - Overall
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - Solid organ transplant
VIZIENT,PERFORMANCE INFORMATION,Mortality,,Mortality - CT surgery
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Nurse
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Overall
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Cleanliness/quietness
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Medications
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Transition of care
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Responsiveness
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Discharge
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Doctor
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - COLO
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CAUTI
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-11 - postoperative respiratory failure
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-03 - pressure ulcer
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-09 - postoperative hemorrhage or hematoma
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-06 - iatrogenic pneumothorax
VIZIENT,PERFORMANCE INFORMATION,Safety,,Adverse Drug Events Rate
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - HYST
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CDI
VIZIENT,PERFORMANCE INFORMATION,Safety,,THK complication
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CLABSI
VIZIENT,PERFORMANCE INFORMATION,Safety,,Hypoglycemia and insulin use
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - Composite
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-13 - postoperative sepsis
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - COLO/HYST
VIZIENT,PERFORMANCE INFORMATION,Safety,,Warfarin - elevated INR
